thisRow.t,notes,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,testing_instruction.started,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0028349000021989923,0.02046350000091479,0.02046350000091479,0.02046350000091479,5.138197600001149,5.138197600001149,5.138197600001149,8.996330500001932,z,3.845180699998309,None,,,,392732,001,2025-01-29_03h58.31.892,experiment,2024.2.4,60.01579615643319,2025-01-29 03h58.38.608008 -0600,
,,,,,,,,,,,,,9.097983899999235,9.104589900001884,9.104589900001884,,,,,,,,
