thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,testing_instruction.started,text.started,key_resp.started,testing_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,testing_trial.started,test_movie.started,left_text.started,right_text.started,test_movie.stopped,test_image.started,test_resp.started,testing_trial.stopped,test_resp.keys,test_resp.corr,thank_you.started,thanks.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.023381099999824073,0.03584950000004028,0.03584950000004028,0.49633230000108597,s,0.44137290000071516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008655,001,2025-01-29_03h39.02.463,experiment,2024.2.4,59.954230940135425,2025-01-29 03h39.08.277447 -0600,
,,,,,,,,,0.49739150000095833,0.5356044000000111,0.5356044000000111,0.5356044000000111,5.668714300001739,5.668714300001739,5.668714300001739,6.1905437000023085,z,0.5141275999994832,None,,,,,,,,,,,,,,,,,,,,,008655,001,2025-01-29_03h39.02.463,experiment,2024.2.4,59.954230940135425,2025-01-29 03h39.08.277447 -0600,
,,,,,,,,,,,,,,,,,,,,6.297822799999267,6.3200885000005655,6.3200885000005655,9.775574100000085,s,3.4479511999998067,None,,,,,,,,,,,,,,008655,001,2025-01-29_03h39.02.463,experiment,2024.2.4,59.954230940135425,2025-01-29 03h39.08.277447 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.775680200000352,9.835731600000145,9.835731600000145,9.835731600000145,15.035749400001805,15.035749400001805,15.035749400001805,14.88038940000115,None,0,,,,008655,001,2025-01-29_03h39.02.463,experiment,2024.2.4,59.954230940135425,2025-01-29 03h39.08.277447 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02203609999924,15.035749400001805,16.02373290000105,008655,001,2025-01-29_03h39.02.463,experiment,2024.2.4,59.954230940135425,2025-01-29 03h39.08.277447 -0600,
