thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.1758073999999965,0.1796363999999926,0.1796363999999926,,,,,,,,
