thisRow.t,notes,trial.started,movie.started,movie.stopped,trial.stopped,enter.keys,textbox.text,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010448400164023042,0.025234100176021457,9.94154700008221,9.787646300159395,None,,333098,001,2025-03-12_11h39.40.493,norming,2024.2.4,59.63505730145801,2025-03-12 11h39.46.865478 -0500,
