thisRow.t,notes,learning_instruction.started,learningInstructions.started,learningInstructions.stopped,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01822029985487461,0.03184799989685416,0.03184799989685416,0.03184799989685416,5.911153899971396,s,5.8289546999149024,None,210309,001,2025-01-28_20h31.29.858,experiment,2024.2.4,60.406499541307944,2025-01-28 20h31.35.858414 -0600,
