thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,testing_instruction.started,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00197199999820441,0.004915199999231845,0.004915199999231845,0.833118899998226,s,0.8113507000016398,None,,,,,,,,,,,,,,,032942,001,2025-01-29_03h56.15.355,experiment,2024.2.4,59.90761048356753,2025-01-29 03h56.21.758753 -0600,
,,,,,,,,,0.83405219999986,0.8623783000002732,0.8623783000002732,0.8623783000002732,5.981357000000571,5.981357000000571,5.981357000000571,6.581675000001269,z,0.5947402999991027,None,,,,032942,001,2025-01-29_03h56.15.355,experiment,2024.2.4,59.90761048356753,2025-01-29 03h56.21.758753 -0600,
,,,,,,,,,,,,,,,,,,,,6.697930700000143,6.704076999998506,6.704076999998506,,,,,,,,
