thisRow.t,notes,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,testing_trial.started,test_movie.started,left_text.started,right_text.started,test_movie.stopped,test_image.started,test_resp.started,testing_trial.stopped,test_resp.keys,test_resp.corr,test_resp.rt,test_resp.duration,thank_you.started,thanks.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014721400002599694,0.0441900000005262,0.0441900000005262,0.0441900000005262,5.177110200002062,5.177110200002062,5.177110200002062,7.2367124000011245,slash,2.048254500001349,None,,,,,,,,,,,,,,,,632270,001,2025-01-29_03h53.52.321,experiment,2024.2.4,59.88877456847633,2025-01-29 03h53.58.223560 -0600,
,,,,,,,,,,,,,7.339527500000258,7.377646200002346,7.377646200002346,7.377646200002346,12.483811699999933,12.483811699999933,12.483811699999933,12.88296210000044,slash,0,0.3906064000002516,None,,,,632270,001,2025-01-29_03h53.52.321,experiment,2024.2.4,59.88877456847633,2025-01-29 03h53.58.223560 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,12.992102300002443,13.010499700001674,13.999778600002173,632270,001,2025-01-29_03h53.52.321,experiment,2024.2.4,59.88877456847633,2025-01-29 03h53.58.223560 -0600,
