thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie_1.started,movie_1.stopped,movie_2.started,movie_2.stopped,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04311760002747178,0.055694600101560354,0.055694600101560354,8.569724699947983,s,8.499899399932474,None,,,,,,,,,,,884904,001,2025-01-28_20h51.56.585,experiment,2024.2.4,60.05115161089175,2025-01-28 20h52.03.273191 -0600,
,,,,,,,,,8.56979430001229,8.705518300179392,15.856337199918926,15.856337199918926,22.03910019993782,22.057520700152963,28.545154900290072,z,6.476378300227225,None,884904,001,2025-01-28_20h51.56.585,experiment,2024.2.4,60.05115161089175,2025-01-28 20h52.03.273191 -0600,
