thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01144110003951937,0.02798460004851222,0.02798460004851222,20.85261729999911,s,20.81679399998393,None,793356,001,2025-02-05_00h32.39.546,experiment,2024.2.4,59.88701715762233,2025-02-05 00h32.46.456041 -0600,
