thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_inst_resp.stopped,learningInstructions.stopped,learning_instruction.stopped,learning_inst_resp.keys,learning_trial.started,text.started,movie_left.started,movie_left.stopped,movie_right.started,movie_right.stopped,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019861300000002302,0.034873000000004595,0.034873000000004595,0.034873000000004595,0.06857610000000136,0.03694580000001224,None,,,,,,,,,,,,818795,001,2025-01-28_21h34.30.095,experiment,2024.2.4,60.09095366746825,2025-01-28 21h34.37.358435 -0600,
,,,,,,,,,0.0370327000000259,0.06857610000000136,0.06857610000000136,7.419036800000015,7.419036800000015,13.602061400000025,13.618636400000014,22.937103000000008,z,9.30139220000001,None,818795,001,2025-01-28_21h34.30.095,experiment,2024.2.4,60.09095366746825,2025-01-28 21h34.37.358435 -0600,
