thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,text_left.started,movie.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01018149999799789,0.02444639999885112,0.02444639999885112,30.133368700000574,s,30.103218399999605,None,,,,,,,,,,,,043065,001,2025-01-29_02h59.14.927,experiment,2024.2.4,60.07052279490804,2025-01-29 02h59.21.145155 -0600,
,,,,,,,,,30.13446499999918,30.174053200000344,30.174053200000344,30.174053200000344,37.50703910000084,37.50703910000084,37.50703910000084,38.01322760000039,z,0.49810269999943557,None,043065,001,2025-01-29_02h59.14.927,experiment,2024.2.4,60.07052279490804,2025-01-29 02h59.21.145155 -0600,
