thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie_1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014347400050610304,0.02973710000514984,0.02973710000514984,0.654055000282824,s,0.6166919996030629,None,,,198653,001,2025-01-28_21h00.03.258,experiment,2024.2.4,59.52919551721315,2025-01-28 21h00.08.563986 -0600,
,,,,,,,,,0.6541087999939919,0.7124731000512838,,,,,,,,
