thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie_1.started,movie_1.stopped,movie_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022094700019806623,0.037087599746882915,0.037087599746882915,3.112320499960333,s,3.0699859000742435,None,,,,,868913,001,2025-01-28_20h54.04.444,experiment,2024.2.4,59.91421474606044,2025-01-28 20h54.09.871191 -0600,
,,,,,,,,,3.112371999770403,3.1352490996941924,10.36983809992671,10.36983809992671,,,,,,,,
