initial,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
batent3.mp4,0,0,0,0,0,0,2,0.02475899993441999,,0.019803999923169613,0.020234999945387244,136757,001,2025-03-12_11h06.37.169,norming,2024.2.4,60.11627685028044,2025-03-12 11h06.54.283938 -0500,
batent1.mp4,1,1,0,0,1,1,0,0.02475899993441999,,0.020331199979409575,0.020662900060415268,136757,001,2025-03-12_11h06.37.169,norming,2024.2.4,60.11627685028044,2025-03-12 11h06.54.283938 -0500,
batent4.mp4,2,2,0,0,2,2,3,0.02475899993441999,,0.020734800025820732,0.02093370002694428,136757,001,2025-03-12_11h06.37.169,norming,2024.2.4,60.11627685028044,2025-03-12 11h06.54.283938 -0500,
batent2.mp4,3,3,0,0,3,3,1,0.02475899993441999,,0.020997599931433797,0.021144500002264977,136757,001,2025-03-12_11h06.37.169,norming,2024.2.4,60.11627685028044,2025-03-12 11h06.54.283938 -0500,
