thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,text_left.started,movie.started,text_right.started,movie.stopped,trial_resp.started,image.started,learning_trial.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010618199998134514,0.025562999999237945,0.025562999999237945,0.7027056000006269,s,0.6664463999986765,None,,,,,,,,,,,,,643126,001,2025-01-29_02h51.10.791,experiment,2024.2.4,60.0439401549026,2025-01-29 02h51.17.040697 -0600,
,,,,,,,,,0.7038013999990653,0.7421207000006689,0.7421207000006689,0.7421207000006689,8.04153149999911,8.04153149999911,8.04153149999911,10.01056349999999,z,0,1.9587606000022788,None,643126,001,2025-01-29_02h51.10.791,experiment,2024.2.4,60.0439401549026,2025-01-29 02h51.17.040697 -0600,
