thisRow.t,notes,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0033688000003166962,0.02802259999953094,0.02802259999953094,0.02802259999953094,5.161506500000542,5.161506500000542,5.161506500000542,,,,,,,,
