thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie.started,text_left.started,text_right.started,trial_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011283100000014201,0.024558400000046277,0.024558400000046277,0.9156563000000233,s,0.8793456999999307,None,,,,,,115331,001,2025-02-05_00h50.02.184,experiment,2024.2.4,59.694970639034615,2025-02-05 00h50.08.735175 -0600,
,,,,,,,,,0.9173763000000008,0.9400322000000187,0.9400322000000187,0.9400322000000187,5.92348990000005,,,,,,,,
