thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008506900165230036,0.02436390006914735,0.02436390006914735,2.631817600224167,s,2.593012500088662,None,887137,001,2025-01-28_20h41.18.326,experiment,2024.2.4,61.024392088492625,2025-01-28 20h41.23.746668 -0600,
