thisRow.t,notes,trial.started,movie.started,textbox.started,movie.stopped,trial.stopped,enter.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01462390017695725,0.12874630000442266,0.12874630000442266,9.828222500160336,9.67532610008493,None,525566,001,2025-03-12_11h37.38.754,norming,2024.2.4,59.30403163668698,2025-03-12 11h37.44.897716 -0500,
