thisRow.t,notes,testing_trial.started,test_movie.started,left_text.started,right_text.started,test_resp.started,testing_trial.stopped,test_resp.keys,test_resp.corr,test_resp.rt,test_resp.duration,thank_you.started,thanks.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014074799953959882,0.045924299978651106,0.045924299978651106,0.045924299978651106,5.013204199960455,11.50168769992888,slash,0,6.48216560005676,None,,,,491762,001,2025-02-05_00h20.58.973,experiment,2024.2.4,59.579949473931535,2025-02-05 00h21.04.682494 -0600,
,,,,,,,,,,,,11.6158169999253,11.62827320001088,12.617304699961096,491762,001,2025-02-05_00h20.58.973,experiment,2024.2.4,59.579949473931535,2025-02-05 00h21.04.682494 -0600,
