thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,text.started,movie_left.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010669000000007145,0.024924699999928634,0.024924699999928634,0.8478421999998318,s,0.8083311999998841,None,,,,859755,001,2025-01-28_21h57.55.255,experiment,2024.2.4,59.90875896008216,2025-01-28 21h57.59.494289 -0600,
,,,,,,,,,0.8535609000000477,,,,,,,,,,
