thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie_1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009659100323915482,0.024869800079613924,0.024869800079613924,1.4347935002297163,s,1.3922604001127183,None,,,859732,001,2025-01-28_20h59.16.218,experiment,2024.2.4,61.14670869119996,2025-01-28 20h59.21.631683 -0600,
,,,,,,,,,1.43487360002473,1.4579735002480447,,,,,,,,
