thisRow.t,notes,learning_instruction.started,learningInstructions.started,learning_inst_resp.started,learning_instruction.stopped,learning_inst_resp.keys,learning_inst_resp.rt,learning_inst_resp.duration,learning_trial.started,movie.started,text_left.started,text_right.started,movie.stopped,image.started,trial_resp.started,learning_trial.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,testing_instruction.started,text.started,key_resp.started,testing_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,testing_trial.started,test_movie.started,left_text.started,right_text.started,test_movie.stopped,test_image.started,test_resp.started,testing_trial.stopped,test_resp.keys,test_resp.corr,thank_you.started,thanks.started,thanks.stopped,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013463300001603784,0.02623939999830327,0.02623939999830327,0.8197093999988283,s,0.7839112000001478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917646,001,2025-01-29_03h41.54.308,experiment,2024.2.4,60.01648052571681,2025-01-29 03h42.00.384320 -0600,
,,,,,,,,,0.8206926999991992,0.8414311000015005,0.8414311000015005,0.8414311000015005,5.97507190000033,5.97507190000033,5.97507190000033,6.496691500000452,z,0.5110949000008986,None,,,,,,,,,,,,,,,,,,,,,,917646,001,2025-01-29_03h41.54.308,experiment,2024.2.4,60.01648052571681,2025-01-29 03h42.00.384320 -0600,
,,,,,,,,,,,,,,,,,,,,6.608190399998421,6.625338499998179,6.625338499998179,8.799549899998965,s,2.1681616000023496,None,,,,,,,,,,,,,,,917646,001,2025-01-29_03h41.54.308,experiment,2024.2.4,60.01648052571681,2025-01-29 03h42.00.384320 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8.799627399999736,8.841739100000268,8.841739100000268,8.841739100000268,14.091683399998146,14.091683399998146,14.091683399998146,13.939564799999062,None,0,,,,,917646,001,2025-01-29_03h41.54.308,experiment,2024.2.4,60.01648052571681,2025-01-29 03h42.00.384320 -0600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.081843299998582,14.091683399998146,15.093075799999497,15.080229399998643,917646,001,2025-01-29_03h41.54.308,experiment,2024.2.4,60.01648052571681,2025-01-29 03h42.00.384320 -0600,
