thisRow.t,notes,trial.started,movie.started,enter.started,textbox.started,movie.stopped,trial.stopped,enter.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014168299967423081,0.07813900010660291,0.07813900010660291,0.07813900010660291,9.895800000056624,9.74891550000757,None,626941,001,2025-03-12_11h36.13.397,norming,2024.2.4,59.68524386366646,2025-03-12 11h36.18.771405 -0500,
